,name,category,address,hours,rating,avg_bill,middle_coffee_cup
709,Русская рыбалка,Ресторан,"Санкт - Петербург , пос.Комарово , Приморское ш., 452а",пн - вс 12.00 – 23.00,9.1,1700 – 3000 рублей средний чек,
710,Тепло,Ресторан,"Санкт - Петербург , Б.Морская , 45","пн - пт , вс 9.00 – 0.00 , сб 12.00 – 0.00",9.1,700 – 1700 рублей средний чек,
711,Zoom,Ресторан,"Санкт - Петербург , Гороховая , 22",пн - вс 12.00 – 0.00,9.0,700 – 1700 рублей средний чек,
712,Tartarbar,Кафе,"Санкт - Петербург , Виленский пер., 15","пн - чт , вс 13.00 – 0.00 , пт - сб 13.00 – 1.00",9.0,700 – 1700 рублей средний чек,
713,Duo Asia,Ресторан,"Санкт - Петербург , Рубинштейна , 20","пн - чт , вс 13.00 – 0.00 , пт - сб 13.00 – 1.00",9.0,700 – 1700 рублей средний чек,
714,Charlie,Ресторан,"Санкт - Петербург , наб.канала Грибоедова , 54","пн - чт 9.00 – 22.00 , пт - вс 9.00 – 23.00",9.0,1700 – 3000 рублей средний чек,
715,Italia,Ресторан,"Санкт - Петербург , просп.Бакунина , 5","пн - пт 9.00 – 2.00 , сб - вс 10.00 – 2.00",8.9,700 – 1700 рублей средний чек,
716,Траппист,"бар, паб","Санкт - Петербург , Радищева , 36","пн - чт , вс 12.00 – 23.00 , пт - сб 12.00 – 1.00",8.8,1700 – 3000 рублей средний чек,
717,O ' Hooligans,Паб,"Санкт - Петербург , просп.Бакунина , 5","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 3.00",8.8,700 – 1700 рублей средний чек,
718,Пицца 22 см,Ресторан,"Санкт - Петербург , Жуковского , 45","пн - чт , вс 12.00 – 23.00 , пт - сб 12.00 – 23.30",8.8,700 – 1700 рублей средний чек,
719,Русская рыбалка,Ресторан,"Санкт - Петербург , Южная дорога , 11","пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 1.00",8.8,1700 – 3000 рублей средний чек,
720,Пышечная,Кафе,"Санкт - Петербург , Б.Конюшенная , 25",пн - вс 9.00 – 20.00,8.7,,
721,Чайный дом,Кафе,"Санкт - Петербург , Рубинштейна , 24",пн - вс 11.00 и до последнего посетителя,8.7,700 – 1700 рублей средний чек,
722,Coffee 22,Кофейня,"Санкт - Петербург , Казанская , 22","пн - пт 8.30 – 23.00 , сб - вс 10.00 – 23.00",8.7,700 – 1700 рублей средний чек,
723,Centrale,Ресторан,"Санкт - Петербург , Караванная , 7",пн - вс 10.00 – 0.00,8.7,700 – 1700 рублей средний чек,
724,Wood Bar,Бар,"Санкт - Петербург , Марата , 34","пн - чт 10.00 – 23.00 , пт 10.00 – 2.00 , сб 12.00 – 2.00 , вс 12.00 – 23.00",8.7,До 700 рублей средний чек,
725,Co - op Garage,Ресторан,"Санкт - Петербург , Гороховая , 47","пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 2.00",8.7,До 700 рублей средний чек,
726,Camorra pizza e birra,Ресторан,"Санкт - Петербург , Ковенский пер., 14 , во дворе Late Breakfast Hostel","пн - пт 13.00 – 23.00 , сб - вс 13.00 – 23.00",8.7,700 – 1700 рублей средний чек,
727,The Hat Bar,Бар,"Санкт - Петербург , Белинского , 9",пн - вс 19.00 – 23.00,8.6,,
728,Общество чистых тарелок,Ресторан,"Санкт - Петербург , Гороховая , 13",пн - вс 11.00 – 1.00,8.6,700 – 1700 рублей средний чек,
729,Schengen,Кафе,"Санкт - Петербург , Кирочная , 5",пн - вс 12.00 – 21.15,8.6,700 – 1700 рублей средний чек,
730,El copitas,Бар,"Санкт - Петербург , Колокольная , 2","чт 19.00 – 2.00 , пт - сб 19.00 – 4.00",8.6,700 – 1700 рублей средний чек,
731,Venezia,Кофейня,"Санкт - Петербург , Невский просп., 107","пн - пт 9.00 – 23.00 , сб - вс 10.00 – 23.00",8.6,До 700 рублей средний чек,
732,Union Bar,Бар,"Санкт - Петербург , Литейный просп., 55","пн - чт , вс 18.00 – 4.30 , пт - сб 18.00 – 5.30",8.5,700 – 1700 рублей средний чек,
733,Birch,Ресторан,"Санкт - Петербург , Кирочная , 3",вт - вс 13.00 – 23.30,8.5,1700 – 3000 рублей средний чек,
734,Арка,Ресторан,"Санкт - Петербург , Б.Конюшенная , 27","пн - чт , вс 10.00 – 2.00 , пт - сб 10.00 – 4.00",8.5,700 – 1700 рублей средний чек,
735,Пельмения,Ресторан,"Санкт - Петербург , наб.реки Фонтанки , 25",пн - вс 11.00 – 23.00,8.5,До 700 рублей средний чек,
736,Ботаника,Ресторан,"Санкт - Петербург , Пестеля , 7",пн - вс 11.00 – 0.00,8.5,700 – 1700 рублей средний чек,
737,R14,Ресторан,"Санкт - Петербург , Академика Павлова , 5 , ТОЦ River House","пн - чт , вс 11.00 – 23.00 , пт - сб 11.00 – 0.00",8.4,1700 – 3000 рублей средний чек,
738,Graf - in,Ресторан,"Санкт - Петербург , Конногвардейский б - р , 4","пн - чт , вс 11.00 – 0.00 , пт - сб 11.00 – 2.00",8.4,1700 – 3000 рублей средний чек,
739,Smoke BBQ,Бар,"Санкт - Петербург , Рубинштейна , 11","пн - чт , вс 12.00 – 23.00 , пт - сб 12.00 – 0.00",8.4,1700 – 3000 рублей средний чек,
740,Бричмула,Ресторан,"Санкт - Петербург , Комендантский просп., 13 , корп.1",круглосуточно,8.4,700 – 1700 рублей средний чек,
741,Entrée,Ресторан,"Санкт - Петербург , Никольская пл., 6",пн - вс 10.00 – 23.00,8.4,1700 – 3000 рублей средний чек,
742,Red.Steak & Wine,Ресторан,"Санкт - Петербург , Ленина , 9",пн - вс 12.00 – 23.00,8.4,1700 – 3000 рублей средний чек,
743,Joly Woo,Ресторан,"Санкт - Петербург , Восстания , 12",пн - вс 11.00 – 23.00,8.3,До 700 рублей средний чек,
744,O ! Cuba,Ресторан,"Санкт - Петербург , Рубинштейна , 36","пн - вт , вс 11.00 – 23.00 , ср - сб 11.00 – 1.00",8.3,700 – 1700 рублей средний чек,
745,Кинг - понг,Ресторан,"Санкт - Петербург , Б.Морская , 16",пн - вс 12.00 – 0.00,8.3,700 – 1700 рублей средний чек,
746,Hamlet + Jacks,Ресторан,"Санкт - Петербург , Волынский пер., 2","пн - чт , вс 13.00 – 23.00 , пт - сб 13.00 – 0.00",8.2,700 – 1700 рублей средний чек,
747,Jérôme,Ресторан,"Санкт - Петербург , Б.Морская , 25",пн - вс 9.00 – 0.00,8.2,1700 – 3000 рублей средний чек,
748,Русская рюмочная № 1,Ресторан,"Санкт - Петербург , Конногвардейский б - р , 4",пн - вс 12.00 – 0.00,8.2,1700 – 3000 рублей средний чек,
749,Pita ' s,Фастфуд,"Санкт - Петербург , Гороховая , 32",пн - вс 11.00 – 23.00,8.2,До 700 рублей средний чек,
750,I ’ m Thankful for Today,Бар,"Санкт - Петербург , Гороховая , 24","пн - чт 10.00 – 1.00 , пт - сб 10.00 – 2.00 , вс 11.00 – 1.00",8.2,700 – 1700 рублей средний чек,
751,Тандур,Ресторан,"Санкт - Петербург , Адмиралтейский просп., 10",пн - вс 12.00 – 23.00,8.2,700 – 1700 рублей средний чек,
752,Capuletti,Ресторан,"Санкт - Петербург , Большой просп.П.С., 74",пн - вс 8.00 – 2.00,8.2,1700 – 3000 рублей средний чек,
753,Блок,Ресторан,"Санкт - Петербург , Потемкинская , 4 , в здании « Ленинград - центра », 4 этаж",пн - вс 12.00 – 1.00,8.1,1700 – 3000 рублей средний чек,
754,Чехов,Ресторан,"Санкт - Петербург , Петропавловская , 4",пн - вс 12.00 – 0.00,8.1,1700 – 3000 рублей средний чек,
755,Mickey & Monkeys,Кафе,"Санкт - Петербург , Гороховая , 27","пн - чт , вс 10.00 – 23.00 , пт - сб 10.00 – 1.00",8.1,700 – 1700 рублей средний чек,
756,Dickens,Паб,"Санкт - Петербург , наб.реки Фонтанки , 108","пн , вс 12.00 – 1.00 , вт - чт 12.00 – 2.00 , пт - сб 12.00 – 3.00",8.1,1700 – 3000 рублей средний чек,
757,Стирка 40 °,Бар,"Санкт - Петербург , Казанская , 26",пн - вс 11.00 – 23.00,8.1,,
758,Dead Poets,Ресторан,"Санкт - Петербург , Жуковского , 12","пн - чт , вс 14.00 – 2.00 , пт - сб 14.00 – 8.00",8.1,700 – 1700 рублей средний чек,
759,Subzero,Ресторан,"Санкт - Петербург , Рубинштейна , 38","пн - чт , вс 12.00 – 0.00 , пт - сб 12.00 – 2.00",8.0,700 – 1700 рублей средний чек,
760,Big Wine Freaks,Бар,"Санкт - Петербург , Инструментальная , 3 , литера В","вт - чт , вс 18.00 – 1.00 , пт - сб 18.00 – 2.00",8.0,1700 – 3000 рублей средний чек,
761,Buterbrodsky,Бар,"Санкт - Петербург , наб.Макарова , 16",пн - вс 12.00 – 0.00,8.0,700 – 1700 рублей средний чек,
762,Surf Coffee x G34,Кофейня,"Санкт - Петербург , Гороховая , 34",пн - вс 8.00 – 23.00,8.0,,
763,Terminal,Бар,"Санкт - Петербург , Белинского , 11","пн - чт , вс 14.00 – 2.00 , пт - сб 14.00 – 6.00",8.0,,
764,Полторы комнаты,Бар,"Санкт - Петербург , Маяковского , 34","пн - чт , вс 18.00 – 3.00 , пт - сб 18.00 – 5.00",8.0,700 – 1700 рублей средний чек,
765,Сидрерия,Кафе,"Санкт - Петербург , Моховая , 30","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 3.00",8.0,700 – 1700 рублей средний чек,
766,812 / Ярумэн,Бар,"Санкт - Петербург , Жуковского , 11","пн - чт , вс 12.30 – 2.00 , пт - сб 12.30 – 4.00",8.0,700 – 1700 рублей средний чек,
767,Mojo,Ресторан,"Санкт - Петербург , пл.Чернышевского , 11","пн - чт 10.00 – 0.00 , пт 10.00 – 1.00 , сб 11.00 – 1.00 , вс 11.00 – 0.00",8.0,700 – 1700 рублей средний чек,
768,Bonch,Кофейня,"Санкт - Петербург , Б.Морская , 16","пн - пт 8.30 – 23.00 , сб 10.00 – 23.00 , вс 10.00 – 21.00",8.0,700 – 1700 рублей средний чек,
769,Las torres,Ресторан,"Санкт - Петербург , Невский просп., 53",пн - вс 12.00 и до последнего посетителя,8.0,1700 – 3000 рублей средний чек,
770,Баклажан,Ресторан,"Санкт - Петербург , Лиговский просп., 30а , ТРЦ « Галерея », 4 этаж",пн - вс 10.00 – 23.00,8.0,1700 – 3000 рублей средний чек,
771,O ' Hooligans,Паб,"Санкт - Петербург , Б.Конюшенная , 14","пн - чт , вс 12.00 – 1.00 , пт - сб 12.00 – 3.00",8.0,700 – 1700 рублей средний чек,
772,Buddha - Bar St.Petersburg,Бар,"Санкт - Петербург , Синопская наб., 78 , корп.2","вт - чт 12.00 – 0.00 , пт 12.00 – 1.00 , сб 18.00 – 1.00",8.0,Больше 3000 рублей средний чек,
773,Chuck,Ресторан,"Санкт - Петербург , Гороховая , 41","пн - вт 15.00 – 0.00 , ср - чт 13.00 – 1.00 , пт - сб 13.00 – 2.00 , вс 13.00 – 0.00",8.0,700 – 1700 рублей средний чек,
774,Probka,Ресторан,"Санкт - Петербург , Зоологический пер., 2 / 4 , БЦ « Газпром нефть »","пн - пт 9.00 – 0.00 , сб - вс 10.00 – 0.00",8.0,1700 – 3000 рублей средний чек,
775,Ketch Up,Ресторан,"Санкт - Петербург , Литейный просп., 59",пн - вс 11.00 – 23.00,7.9,700 – 1700 рублей средний чек,
